age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
31,management,single,tertiary,no,15,no,no,cellular,11,119,2,-1,0,unknown,no
41,management,married,tertiary,no,1132,no,no,unknown,15,95,4,-1,0,unknown,no
37,entrepreneur,single,secondary,no,2543,no,no,cellular,22,69,4,-1,0,unknown,no
42,blue-collar,married,primary,no,187,yes,no,unknown,3,43,1,-1,0,unknown,no
34,technician,single,secondary,no,403,no,no,cellular,5,319,2,-1,0,unknown,no
22,student,single,secondary,no,216,no,no,cellular,8,363,1,187,1,success,yes
31,management,married,tertiary,no,395,yes,no,cellular,9,155,3,-1,0,unknown,no
56,technician,married,secondary,no,1199,yes,yes,cellular,29,336,2,-1,0,unknown,no
40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,952,4,-1,0,unknown,yes
39,management,married,tertiary,no,1069,no,no,cellular,5,422,1,-1,0,unknown,no
24,admin.,single,secondary,no,1235,yes,yes,unknown,30,76,3,-1,0,unknown,no
37,management,married,tertiary,no,40,no,no,cellular,27,1033,4,-1,0,unknown,yes
28,admin.,single,secondary,no,-181,yes,yes,cellular,7,429,2,343,4,failure,no
59,blue-collar,married,primary,no,320,yes,no,unknown,15,695,1,-1,0,unknown,yes
57,management,divorced,unknown,no,854,no,no,cellular,27,700,4,92,1,failure,yes
39,services,married,secondary,no,1142,yes,no,unknown,6,276,1,-1,0,unknown,no
44,blue-collar,married,unknown,no,146,yes,no,unknown,15,483,1,-1,0,unknown,yes
33,management,married,tertiary,no,584,yes,no,cellular,25,508,5,-1,0,unknown,no
39,blue-collar,married,primary,no,4166,no,no,unknown,16,314,3,-1,0,unknown,no
38,blue-collar,single,primary,no,947,yes,no,cellular,12,361,2,-1,0,unknown,no
45,management,single,tertiary,no,4831,no,no,cellular,29,479,11,-1,0,unknown,yes
58,entrepreneur,married,secondary,no,0,no,yes,cellular,21,56,2,-1,0,unknown,no
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,71,2,-1,0,unknown,no
46,management,married,tertiary,no,242,no,no,cellular,4,120,2,96,1,success,yes
39,technician,married,secondary,no,0,no,no,cellular,6,84,4,-1,0,unknown,no
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,61,3,350,5,other,no
41,technician,married,secondary,no,1270,yes,no,unknown,5,1389,1,-1,0,unknown,yes
64,retired,divorced,secondary,no,4833,no,no,cellular,22,247,2,251,1,failure,no
31,management,single,secondary,no,202,yes,no,cellular,7,590,1,-1,0,unknown,no
41,management,divorced,tertiary,no,-78,yes,no,cellular,3,69,4,252,4,failure,no
45,entrepreneur,married,primary,no,1953,yes,no,unknown,15,95,3,-1,0,unknown,no
51,unemployed,married,secondary,no,107,no,no,cellular,20,79,4,-1,0,unknown,no
55,technician,married,secondary,no,2760,yes,no,unknown,30,267,14,-1,0,unknown,no
27,technician,single,tertiary,no,3706,yes,no,unknown,16,897,1,-1,0,unknown,yes
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,429,4,164,2,failure,yes
26,management,single,tertiary,no,2506,no,no,cellular,18,134,1,82,3,failure,no
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,49,3,-1,0,unknown,no
39,admin.,single,secondary,no,1078,no,no,unknown,3,199,3,-1,0,unknown,no
35,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,424,2,-1,0,unknown,no
36,services,single,secondary,no,14,yes,no,cellular,25,320,3,-1,0,unknown,no
53,management,married,secondary,no,2522,no,no,unknown,9,478,2,-1,0,unknown,no
25,blue-collar,married,primary,no,172,yes,no,unknown,29,95,3,-1,0,unknown,no
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,67,2,-1,0,unknown,no
33,unknown,married,secondary,no,2727,no,no,cellular,6,205,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,1005,no,no,cellular,12,215,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,3514,yes,no,cellular,20,214,2,184,2,failure,no
35,technician,single,tertiary,no,670,yes,no,unknown,9,106,1,-1,0,unknown,no
34,technician,married,secondary,no,456,yes,no,unknown,23,621,1,-1,0,unknown,no
34,management,single,tertiary,no,9827,yes,no,cellular,13,871,4,-1,0,unknown,yes
37,services,married,secondary,no,741,yes,no,unknown,2,88,2,-1,0,unknown,no
49,unknown,married,primary,no,341,yes,yes,unknown,15,520,2,-1,0,unknown,yes
37,services,married,secondary,no,749,yes,no,cellular,3,121,2,-1,0,unknown,no
30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,115,20,-1,0,unknown,no
38,blue-collar,married,secondary,no,1556,yes,no,cellular,12,191,3,-1,0,unknown,no
54,retired,divorced,primary,no,477,yes,no,unknown,19,335,4,-1,0,unknown,no
29,unemployed,single,primary,no,115,no,no,cellular,29,61,2,-1,0,unknown,no
32,management,single,secondary,no,67,no,no,cellular,11,55,2,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,0,no,no,cellular,25,374,2,-1,0,unknown,no
66,retired,divorced,unknown,no,53,no,no,cellular,12,562,4,-1,0,unknown,yes
39,management,married,secondary,no,11835,yes,no,cellular,11,744,2,-1,0,unknown,yes
33,management,single,tertiary,no,215,no,no,telephone,20,41,9,-1,0,unknown,no
35,services,married,secondary,no,341,yes,no,cellular,14,345,1,-1,0,unknown,yes
42,management,married,tertiary,no,783,yes,no,cellular,19,77,2,128,3,failure,no
30,management,single,tertiary,no,1041,no,no,cellular,5,68,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,16,no,no,cellular,17,158,2,-1,0,unknown,no
26,admin.,married,secondary,no,714,yes,no,unknown,28,183,1,-1,0,unknown,no
40,management,married,tertiary,no,3160,no,no,cellular,26,100,4,-1,0,unknown,no
40,blue-collar,married,primary,no,117,yes,no,unknown,9,215,2,-1,0,unknown,no
36,management,married,tertiary,no,1113,no,no,cellular,1,212,1,-1,0,unknown,yes
32,blue-collar,married,primary,yes,-148,yes,no,cellular,4,326,3,357,15,other,no
41,management,married,tertiary,no,254,no,no,cellular,9,183,2,294,2,failure,yes
41,management,married,tertiary,no,393,yes,no,unknown,8,110,2,-1,0,unknown,no
37,housemaid,married,secondary,no,12939,yes,yes,cellular,3,77,3,202,9,failure,no
38,services,divorced,unknown,no,6360,no,no,unknown,20,1409,2,-1,0,unknown,yes
34,technician,married,secondary,no,0,yes,no,telephone,28,1025,2,-1,0,unknown,no
35,blue-collar,married,unknown,no,56,yes,no,unknown,3,130,1,-1,0,unknown,no
42,management,divorced,secondary,yes,923,yes,no,unknown,19,129,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,526,yes,no,unknown,20,919,2,-1,0,unknown,no
57,management,single,tertiary,no,73,no,no,unknown,12,41,1,-1,0,unknown,no
49,management,married,secondary,no,27,yes,no,cellular,24,63,2,-1,0,unknown,no
45,retired,divorced,secondary,no,229,no,no,unknown,5,181,2,-1,0,unknown,no
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,161,1,-1,0,unknown,yes
57,management,married,secondary,no,39,yes,no,cellular,15,114,2,-1,0,unknown,no
33,management,married,tertiary,no,8339,yes,no,cellular,5,335,2,165,5,other,no
42,management,married,tertiary,no,484,yes,no,cellular,11,144,2,-1,0,unknown,no
43,management,single,secondary,no,465,no,no,cellular,28,78,12,-1,0,unknown,no
29,management,single,tertiary,no,-233,yes,no,unknown,19,329,1,-1,0,unknown,no
37,management,married,tertiary,no,308,yes,no,unknown,7,96,3,-1,0,unknown,no
37,management,single,tertiary,no,24,no,no,cellular,15,280,5,-1,0,unknown,no
53,blue-collar,married,primary,no,570,no,no,cellular,20,158,4,-1,0,unknown,no
29,technician,single,tertiary,no,673,yes,no,cellular,9,835,3,-1,0,unknown,yes
31,self-employed,married,tertiary,no,0,yes,no,cellular,30,1037,24,-1,0,unknown,no
56,unknown,married,unknown,no,1032,no,no,telephone,29,225,4,-1,0,unknown,no
33,student,single,tertiary,no,71,no,no,cellular,15,94,4,-1,0,unknown,no
45,unemployed,married,unknown,no,490,yes,no,cellular,5,776,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,543,yes,no,cellular,15,302,1,-1,0,unknown,no
52,blue-collar,married,primary,no,990,no,no,cellular,21,96,2,-1,0,unknown,no
44,management,married,tertiary,no,1646,yes,no,cellular,29,292,6,251,1,failure,no
60,admin.,married,unknown,no,4629,yes,no,cellular,27,624,1,-1,0,unknown,yes
58,admin.,married,secondary,no,6878,no,no,cellular,4,148,1,-1,0,unknown,no
59,blue-collar,single,primary,no,96,yes,no,unknown,9,123,1,-1,0,unknown,no
45,management,single,tertiary,no,311,yes,yes,cellular,22,81,1,-1,0,unknown,no
39,admin.,single,secondary,no,1242,yes,no,unknown,12,303,3,-1,0,unknown,no
78,retired,married,primary,no,158,no,no,cellular,18,360,1,-1,0,unknown,no
22,student,single,secondary,no,552,no,no,cellular,1,327,1,-1,0,unknown,yes
34,services,married,secondary,no,-93,yes,yes,unknown,20,194,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,3201,no,no,unknown,6,197,2,-1,0,unknown,no
48,technician,divorced,secondary,no,-154,no,no,unknown,3,342,3,-1,0,unknown,no
43,technician,married,secondary,no,-330,yes,yes,cellular,8,105,1,-1,0,unknown,no
43,management,married,tertiary,yes,0,no,no,cellular,21,455,2,-1,0,unknown,no
60,management,married,tertiary,yes,-108,no,yes,cellular,7,79,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,59,1,-1,0,unknown,no
38,services,married,secondary,no,129,yes,no,cellular,5,205,2,-1,0,unknown,no
42,management,married,tertiary,no,477,yes,no,cellular,2,413,2,242,3,failure,no
34,blue-collar,married,primary,no,176,no,no,cellular,24,78,1,-1,0,unknown,no
42,unemployed,single,primary,no,5717,no,no,cellular,29,70,2,-1,0,unknown,no
45,technician,married,secondary,no,2403,no,no,cellular,13,147,2,84,1,failure,no
42,technician,married,secondary,no,994,yes,no,cellular,12,227,3,93,6,success,yes
33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,396,2,-1,0,unknown,no
41,services,married,secondary,no,1027,yes,no,unknown,2,53,2,-1,0,unknown,no
39,services,single,secondary,no,230,no,yes,cellular,8,106,1,-1,0,unknown,no
28,management,single,tertiary,no,33,no,no,cellular,2,271,7,-1,0,unknown,no
57,technician,single,tertiary,no,711,no,no,unknown,25,411,1,-1,0,unknown,no
49,management,single,tertiary,no,580,no,no,unknown,19,310,2,-1,0,unknown,no
30,technician,single,secondary,no,2567,no,no,cellular,18,813,4,-1,0,unknown,yes
30,admin.,married,secondary,no,1265,yes,yes,unknown,26,414,2,-1,0,unknown,yes
33,technician,divorced,secondary,no,250,yes,yes,cellular,7,277,1,-1,0,unknown,no
41,technician,married,tertiary,no,91,no,yes,cellular,29,204,3,-1,0,unknown,no
54,technician,divorced,secondary,no,221,no,no,cellular,11,413,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,277,no,no,cellular,24,57,2,-1,0,unknown,no
41,technician,married,secondary,no,1043,yes,yes,unknown,14,225,1,-1,0,unknown,no
65,retired,married,primary,no,1004,no,no,cellular,28,371,1,-1,0,unknown,yes
18,student,single,unknown,no,348,no,no,cellular,5,443,4,-1,0,unknown,yes
30,blue-collar,married,secondary,no,62,no,no,cellular,21,241,3,-1,0,unknown,no
35,management,single,tertiary,no,2928,yes,no,cellular,18,54,1,-1,0,unknown,no
57,management,divorced,tertiary,no,429,yes,no,cellular,17,245,1,-1,0,unknown,no
26,management,single,tertiary,no,45,no,no,cellular,10,1187,3,-1,0,unknown,yes
30,unemployed,married,secondary,yes,19,no,no,cellular,19,186,5,-1,0,unknown,no
57,technician,married,primary,no,0,no,no,unknown,5,98,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,-288,no,yes,cellular,9,192,2,-1,0,unknown,no
41,technician,divorced,secondary,no,4047,yes,no,cellular,18,343,1,-1,0,unknown,yes
34,admin.,married,secondary,no,3814,yes,no,cellular,11,286,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,262,no,no,cellular,15,89,2,106,1,success,yes
56,blue-collar,married,secondary,no,1210,no,no,unknown,11,935,1,-1,0,unknown,yes
42,management,married,unknown,no,6573,yes,no,cellular,7,56,4,-1,0,unknown,no
45,blue-collar,married,primary,no,512,no,no,telephone,16,98,1,-1,0,unknown,no
40,admin.,married,primary,no,72,yes,yes,cellular,21,849,1,-1,0,unknown,yes
39,services,married,secondary,no,636,yes,no,telephone,12,15,1,-1,0,unknown,no
55,admin.,married,secondary,no,6205,no,no,cellular,6,233,2,-1,0,unknown,no
34,technician,married,tertiary,no,691,yes,yes,unknown,2,70,1,-1,0,unknown,no
47,unemployed,single,primary,no,7351,no,no,cellular,4,1060,3,-1,0,unknown,no
46,self-employed,single,secondary,no,69,no,yes,cellular,18,103,2,-1,0,unknown,no
27,student,single,secondary,no,585,no,no,cellular,28,180,3,-1,0,unknown,no
56,management,married,tertiary,no,1390,yes,no,cellular,18,543,1,-1,0,unknown,yes
36,blue-collar,married,primary,no,599,yes,no,unknown,21,649,2,-1,0,unknown,yes
36,self-employed,single,tertiary,no,1923,no,no,unknown,19,219,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,0,yes,yes,telephone,30,51,20,-1,0,unknown,no
37,blue-collar,single,secondary,no,5818,no,no,unknown,17,652,2,-1,0,unknown,no
29,technician,married,secondary,no,-910,yes,no,cellular,21,260,1,-1,0,unknown,no
39,technician,married,tertiary,no,11766,yes,no,cellular,14,313,4,102,5,failure,no
38,admin.,divorced,secondary,no,407,yes,yes,cellular,19,89,1,-1,0,unknown,no
31,management,single,tertiary,no,3384,no,no,cellular,22,247,3,187,3,success,yes
55,technician,married,secondary,no,273,yes,no,cellular,29,84,3,183,3,failure,no
37,technician,married,secondary,no,3728,no,no,unknown,20,55,4,-1,0,unknown,no
27,blue-collar,married,secondary,no,362,yes,no,unknown,14,332,2,-1,0,unknown,no
52,services,married,unknown,no,337,yes,no,unknown,19,85,3,-1,0,unknown,no
33,blue-collar,married,primary,no,28,no,yes,cellular,5,144,2,-1,0,unknown,no
39,services,married,secondary,no,1205,yes,no,unknown,6,118,2,-1,0,unknown,no
28,services,single,secondary,no,168,no,no,cellular,12,387,1,194,1,other,yes
38,technician,married,secondary,no,258,no,no,cellular,27,181,4,-1,0,unknown,no
34,management,married,tertiary,no,5973,yes,no,cellular,13,326,3,-1,0,unknown,no
28,self-employed,single,tertiary,no,805,no,no,cellular,26,69,1,99,1,success,no
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,154,2,93,1,success,yes
53,entrepreneur,married,secondary,no,111,yes,no,unknown,15,750,2,-1,0,unknown,no
35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,945,2,-1,0,unknown,yes
26,management,single,tertiary,no,1646,no,no,cellular,18,890,5,-1,0,unknown,yes
51,technician,divorced,secondary,yes,-113,no,yes,cellular,22,314,4,-1,0,unknown,no
32,technician,married,tertiary,no,2976,yes,no,cellular,5,783,1,175,5,failure,yes
36,management,married,tertiary,no,35,no,no,cellular,21,246,4,-1,0,unknown,no
41,management,married,tertiary,no,783,yes,no,cellular,14,126,3,-1,0,unknown,no
32,management,single,secondary,no,453,yes,no,cellular,2,544,1,269,2,failure,no
26,technician,single,secondary,no,150,yes,no,unknown,28,216,1,-1,0,unknown,no
34,management,married,tertiary,no,123,no,no,cellular,3,301,3,-1,0,unknown,yes
30,technician,single,secondary,no,601,no,no,cellular,12,80,3,105,1,failure,no
30,self-employed,single,tertiary,no,137,yes,no,cellular,11,214,1,-1,0,unknown,no
52,retired,married,secondary,no,424,no,no,cellular,19,143,1,154,3,failure,no
31,admin.,married,secondary,no,35,no,no,cellular,13,315,2,105,1,success,yes
42,housemaid,married,primary,no,4279,yes,no,cellular,5,97,1,198,1,failure,no
33,services,married,primary,no,908,yes,yes,cellular,14,184,2,-1,0,unknown,no
30,management,single,tertiary,no,3110,yes,no,unknown,20,133,1,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,21,218,2,-1,0,unknown,no
33,technician,married,secondary,no,0,no,no,unknown,9,120,1,-1,0,unknown,no
29,services,divorced,secondary,no,84,yes,no,cellular,13,1101,2,-1,0,unknown,yes
46,blue-collar,married,primary,no,258,yes,no,unknown,27,217,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,671,yes,no,unknown,18,704,4,-1,0,unknown,yes
39,technician,divorced,secondary,no,688,yes,yes,cellular,1,233,2,133,1,failure,no
61,admin.,married,unknown,no,4629,yes,no,cellular,29,349,3,183,2,success,yes
60,technician,married,tertiary,no,6573,yes,no,cellular,11,75,1,274,1,failure,no
48,unknown,married,unknown,no,3,no,no,cellular,19,104,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,175,no,no,cellular,12,17,1,365,2,other,no
43,technician,married,tertiary,no,788,no,yes,cellular,22,168,3,-1,0,unknown,no
32,technician,single,tertiary,no,2340,no,no,cellular,26,94,1,97,2,success,no
49,services,married,secondary,no,1122,no,no,cellular,4,143,1,-1,0,unknown,no
36,management,married,secondary,no,-148,no,no,cellular,18,144,2,-1,0,unknown,no
31,technician,single,tertiary,no,6138,yes,no,cellular,15,134,5,-1,0,unknown,no
31,management,single,tertiary,no,86,no,no,cellular,12,150,4,-1,0,unknown,no
31,blue-collar,married,primary,no,1601,no,no,cellular,7,615,1,137,3,failure,no
42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,135,3,-1,0,unknown,no
38,self-employed,divorced,secondary,yes,2,no,no,cellular,20,291,2,-1,0,unknown,no
80,retired,married,primary,no,997,no,no,cellular,29,746,2,86,1,other,yes
50,services,married,secondary,no,5569,no,no,cellular,7,103,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,982,yes,no,cellular,17,127,1,282,2,failure,no
43,management,married,tertiary,no,3186,no,no,cellular,16,380,1,88,1,failure,yes
26,management,single,tertiary,yes,-130,yes,no,cellular,18,216,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,2013,no,no,cellular,19,268,14,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,65,yes,no,unknown,9,205,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,253,2,-1,0,unknown,yes
45,admin.,single,unknown,no,13,yes,no,unknown,5,98,1,-1,0,unknown,no
57,housemaid,married,primary,no,2,no,no,telephone,9,138,3,-1,0,unknown,no
34,unemployed,single,unknown,no,517,no,no,cellular,6,791,3,-1,0,unknown,no
37,admin.,married,tertiary,no,3913,yes,no,cellular,16,57,2,80,1,success,no
42,services,single,secondary,no,-193,yes,no,cellular,13,1805,4,-1,0,unknown,no
37,technician,single,secondary,no,194,yes,no,cellular,2,144,1,-1,0,unknown,no
30,management,single,tertiary,no,635,yes,no,unknown,4,29,2,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,421,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,563,no,yes,cellular,4,147,1,119,3,failure,yes
34,management,single,tertiary,no,2093,no,no,cellular,8,371,6,-1,0,unknown,no
37,admin.,single,secondary,no,245,yes,yes,unknown,7,732,2,-1,0,unknown,yes
35,admin.,married,primary,no,136,yes,no,unknown,7,283,1,-1,0,unknown,no
